:1021407:2024:Deck Replacement:10:50:DVRPC:12815200.00:138.860762520831:0:47548.8689352978:1462:2::22:0:2::133994:0
:1021349:2024:Deck Replacement:10:50:DVRPC:10757340.00:215.885300218903:0:44111.3252690079:1462:2::23:0:1::74235:0
:1021456:2024:Deck Replacement:10:50:DVRPC:4355683.00:151.318839887324:0:33475.7222004491:1462:2::24:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:15029:0
:1021933:2024:Deck Replacement:10:50:DVRPC:12669270.00:125.056772431925:0:25146.1156643576:1462:2::25:0:2::87429:0
:1003504:2024:Painting (Full):5:25:DVRPC:502475.80:41.3189493693693:0:24700.8220954321:1473:2::26:0:2:DECK_DURATION_N	+1
SUP_SEEDED	(Ceiling([SUP_SEEDED])-0.01)+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:12384:0
:1021467:2024:Superstructure Rep/Rehab:10:50:DVRPC:10068040.00:145.737057073161:0:24065.3562026112:1465:2::27:0:1::52635:0
:1033208:2024:Deck Replacement:10:50:DVRPC:3398847.00:154.401762104525:0:23828.7621848864:1462:2::28:0:1::23455:0
:1033257:2024:Deck Replacement:10:50:DVRPC:2739075.00:130.895581784038:0:19892.4109966511:1462:2::29:0:2::18902:0
:1021921:2024:Deck Replacement:10:50:DVRPC:6408033.00:126.932367286385:0:19200.6022428892:1462:2::30:0:2::44221:0
:1021877:2024:Deck Replacement:10:50:DVRPC:10799800.00:114.432273853612:0:15468.2224129787:1462:2::31:0:2::74528:0
:1021424:2024:Deck Replacement:10:50:DVRPC:14231540.00:130.587002728002:0:14754.6588940764:1462:2::32:0:1::148803:0
:1021932:2024:Deck Replacement:10:50:DVRPC:4124263.00:118.322826967136:0:12669.6770077254:1462:2::33:0:2::28461:0
:1030949:2024:Deck Replacement:10:50:DVRPC:1516620.00:119.271719067599:0:12566.0866514612:1462:2::34:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	(Ceiling([SUP_SEEDED])-0.01)+1
SUB_SEEDED	(Ceiling([SUB_SEEDED])-0.01)+1
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:5233:0
:1033251:2024:Deck Replacement:10:50:DVRPC:3116998.00:147.762154785433:0:12192.2691253795:1462:2::35:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	+1
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:10755:0
:1031147:2024:Superstructure Rep/Rehab:10:50:DVRPC:5399319.00:229.165457617087:0:12134.2193146417:1465:2::36:0:1::18630:0
:1012541:2024:Superstructure Rep/Rehab:10:50:DVRPC:3112651.00:168.043727452991:0:11406.2032620902:1465:2::37:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	9.99
SUB_SEEDED	(Ceiling([SUB_SEEDED])-.01)+1
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:5370:0
:1021928:2024:Deck Replacement:10:50:DVRPC:5397001.00:112.967975858597:0:9770.87135515215:1462:2::38:0:1::37244:0
:1021481:2024:Bridge Replacement:15:100:DVRPC:7852459.00:250.790843057144:0:6795.33463691024:1463:2::39:0:1::16934:0
:1021643:2024:Superstructure Rep/Rehab:10:50:DVRPC:2917024.00:196.146365654494:0:6442.11354573681:1465:2::40:0:1::10065:0
:1014853:2024:Painting (Full):5:25:SPC_10:2553177.00:36.9445811891892:0:43927.5292577309:1473:2::41:0:1::125851:0
:1001208:2024:Substructure Rehab:10:20:SPC_11:336189.50:93.3710139297328:0:512956.878832857:1466:2::42:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:25375:0
:1032722:2024:Substructure Rehab:10:20:SPC_11:475302.40:85.8635814119957:0:165465.342953811:1466:2::43:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:18040:0
:1001035:2024:Substructure Rehab:10:20:SPC_11:1338962.00:90.2226970198037:0:131707.053524847:1466:2::44:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:39848:0
:1032975:2024:Substructure Rehab:10:20:SPC_11:1866431.00:54.8784426071854:0:115577.462090334:1466:2::45:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	1
:73255:0
:1001094:2024:Deck Replacement:10:50:SPC_11:14634820.00:200.102732507495:0:108037.066102657:1462:2::46:0:2::100993:0
:1001010:2024:Painting (Joint/Spot/Zone):5:15:SPC_11:822620.90:26.9667537843682:0:73075.8577425703:1472:2::47:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:35480:0
:1001097:2024:Deck Replacement:10:50:SPC_11:6805519.00:129.220874666667:0:47576.3865697237:1462:2::48:0:1::46964:0
:1032816:2024:Painting (Joint/Spot/Zone):5:15:SPC_11:479475.80:26.9667537843682:0:47223.505058341:1472:2::49:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:20680:0
:1031936:2024:Painting (Joint/Spot/Zone):5:15:SPC_11:1097230.00:23.1333333333334:0:45108.4963333334:1472:2::50:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:47324:0
:1031955:2024:Painting (Joint/Spot/Zone):5:15:SPC_11:884850.80:23.1333333333333:0:40405.9523333333:1472:2::51:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:38164:0
:1029701:2024:Painting (Joint/Spot/Zone):5:15:SPC_11:295267.10:26.9667537843682:0:35667.3072253568:1472:2::52:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:12735:0
:1024113:2024:Deck Replacement:10:50:SPC_11:8207951.00:198.967576416778:0:31781.5685032354:1462:2::53:0:2::56642:0
:1000172:2024:Deck Replacement:10:50:SPC_11:8207951.00:198.935844935297:0:30815.0828061395:1462:2::54:0:2::56642:0
:1001657:2024:Deck Replacement:10:50:SPC_11:11920090.00:120.726031028371:0:29374.5266752866:1462:2::55:0:2::82259:0
:1002180:2024:Deck Replacement:10:50:SPC_11:7219090.00:156.050825784368:0:27407.893156142:1462:2::56:0:1::49818:0
:1001840:2024:Deck Replacement:10:50:SPC_11:6791028.00:152.615290951035:0:24098.0765334012:1462:2::57:0:1::46864:0
:1032800:2024:Deck Replacement:10:50:SPC_11:3405803.00:136.414858649233:0:23393.4021481527:1462:2::58:0:2::23503:0
:1032380:2024:Deck Replacement:10:50:SPC_11:4885181.00:127.164431184371:0:23223.9892014293:1462:2::59:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	(Ceiling([SUP_SEEDED])-0.01)+1
SUB_SEEDED	(Ceiling([SUB_SEEDED])-0.01)+1
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:16856:0
:1001074:2024:Deck Replacement:10:50:SPC_11:2712412.00:139.167373298029:0:19452.4257709532:1462:2::60:0:2::18718:0
:1030535:2024:Deck Replacement:10:50:SPC_11:4815625.00:114.317400295953:0:18158.3130438895:1462:2::61:0:2::33232:0
:1004616:2024:Bridge Replacement:15:100:SPC_11:13974170.00:400.442523381027:0:16019.0023734421:1463:2::62:0:1::45660:0
:1018892:2024:Deck Replacement:10:50:SPC_11:4238596.00:121.971441441441:0:14928.7677580901:1462:2::63:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:14625:0
:1012647:2024:Deck Replacement:10:50:SPC_11:4295835.00:145.91901799608:0:14577.3098978084:1462:2::64:0:1::29645:0
:1013887:2024:Deck Replacement:10:50:SPC_11:5265278.00:104.45415729187:0:13740.3594484647:1462:2::65:0:2::36335:0
:1025007:2024:Deck Replacement:10:50:SPC_11:1580091.00:144.843113784368:0:11658.3642912583:1462:2::66:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	+1
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:5452:0
:1018930:2024:Superstructure Rep/Rehab:10:50:SPC_11:6067931.00:200.275320609339:0:7179.66996852419:1465:2::67:0:1::20937:0
:1030426:2024:Superstructure Rep/Rehab:10:50:SPC_11:3276109.00:200.178376703297:0:6995.75383767613:1465:2::68:0:1::11304:0
:1018436:2024:Substructure Rehab:10:20:SPC_12:151864.90:80.1960391164658:0:73073.9213720944:1466:2::69:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:5961:0
:1018366:2024:Painting (Joint/Spot/Zone):5:15:SPC_12:348663.30:19.0240060060063:0:30868.8277454959:1472:2::70:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:15038:0
:1019579:2024:Deck Replacement:10:50:SPC_12:3811259.00:144.357467894745:0:15294.1540365638:1462:2::71:0:2::26301:0
:1002573:2024:Substructure Rehab:10:20:Harrisburg:229536.30:86.9605266178227:0:288229.144527623:1466:2::72:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:14157:0
:1002943:2024:Substructure Rehab:10:20:Harrisburg:180846.80:96.0142929560317:0:282521.703572802:1466:2::73:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:10421:0
:1002945:2024:Substructure Rehab:10:20:Harrisburg:180846.80:73.9171019425858:0:219250.187480783:1466:2::74:0:1:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	1
:12901:0
:1002554:2024:Substructure Rehab:10:20:Harrisburg:207510.10:89.2723287550201:0:167175.463219539:1466:2::75:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:9577:0
:1002556:2024:Substructure Rehab:10:20:Harrisburg:201713.70:67.0378487550202:0:125999.995974014:1466:2::76:0:2:DECK_DURATION_N	1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:9309:0
:1003008:2024:Substructure Rehab:10:20:Harrisburg:292137.10:90.5285639205471:0:92449.809572274:1466:2::77:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:9198:0
:1003056:2024:Substructure Rehab:10:20:Harrisburg:245766.10:80.6407527309239:0:42206.6379195767:1466:2::78:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:5618:0
:1003079:2024:Painting (Joint/Spot/Zone):5:15:Harrisburg:1039962.00:19.8852426666666:0:35054.3023300799:1472:2::79:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	1
:44854:0
:1002529:2024:Deck Replacement:10:50:Harrisburg:2521421.00:122.487891566265:0:16733.0708668675:1462:2::80:0:2:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:8700:0
:1003007:2024:Superstructure Rep/Rehab:10:50:Harrisburg:2684009.00:184.545925301205:0:10362.1429781075:1465:2::81:0:1::9261:0
:1002983:2024:Deck Replacement:10:50:Harrisburg:3678377.00:130.239742354032:0:9219.82764893273:1462:2::82:0:2::25384:0
:1002503:2024:Deck Replacement:10:50:Harrisburg:474722.80:118.860768668331:0:8958.06069145743:1462:2::83:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:1638:0
:1002548:2024:Bridge Replacement:15:100:Harrisburg:2595383.00:261.953202530562:0:8811.41810597146:1463:2::84:0:1::5597:0
:1002552:2024:Bridge Replacement:15:100:Harrisburg:2595383.00:261.968528537888:0:8461.74720210411:1463:2::85:0:1::5597:0
:1007607:2024:Substructure Rehab:10:20:Scranton_WB:156502.00:91.5923299254702:0:113583.255464787:1466:2::86:0:1:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:9923:0
:1007670:2024:Substructure Rehab:10:20:Scranton_WB:245766.10:92.6803654299931:0:112254.573250984:1466:2::87:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:9328:0
:1009977:2024:Painting (Joint/Spot/Zone):5:15:Scranton_WB:440825.60:22.7603453453454:0:40137.5276113364:1472:2::88:0:2:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:19013:0
:1007672:2024:Painting (Joint/Spot/Zone):5:15:Scranton_WB:482536.30:22.7603453453454:0:33594.4973331832:1472:2::89:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:20812:0
:1009976:2024:Deck Replacement:10:50:Scranton_WB:2755160.00:143.222795053996:0:20313.4608898623:1462:2::90:0:2::19013:0
:1010150:2024:Deck Replacement:10:50:Scranton_WB:6435421.00:126.146431233505:0:19580.0958460572:1462:2::91:0:2::44410:0
:1007620:2024:Deck Replacement:10:50:Scranton_WB:1783253.00:167.779476225202:0:18741.1017179361:1462:2::92:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:6153:0
:1007671:2024:Deck Replacement:10:50:Scranton_WB:3092364.00:143.848966789355:0:15971.3206242752:1462:2::93:0:2::21340:0
:1010155:2024:Deck Replacement:10:50:Scranton_WB:4316268.00:143.692575180731:0:12915.6634275448:1462:2::94:0:2:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	+1
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:14893:0
:1010038:2024:Superstructure Rep/Rehab:10:50:Scranton_WB:4879385.00:242.4386197669:0:12796.2012776407:1465:2::95:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	9.99
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:8418:0
:1009983:2024:Superstructure Rep/Rehab:10:50:Scranton_WB:2510698.00:249.585320433566:0:11317.7458574446:1465:2::96:0:1::8663:0
:1022822:2024:Deck Replacement:10:50:Scranton_WB:4401329.00:139.520673153153:0:10619.253283302:1462:2::97:0:2::30373:0
:1010066:2024:Superstructure Rep/Rehab:10:50:Scranton_WB:4325832.00:209.340095108615:0:9876.5400831674:1465:2::98:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	9.99
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:7463:0
:1010175:2024:Deck Replacement:10:50:Scranton_WB:4755343.00:155.33591011781:0:9846.92974546012:1462:2::99:0:2:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+1.5
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:16408:0
:1022823:2024:Deck Replacement:10:50:Scranton_WB:3398412.00:139.53270018018:0:9406.1783845463:1462:2::100:0:2::23452:0
:1007746:2024:Deck Replacement:10:50:Scranton_WB:2746176.00:131.913975903614:0:9139.36960973493:1462:2::101:0:2::18951:0
:1013567:2024:Substructure Rehab:10:20:Lehigh_Valley:565725.80:83.8031978254141:0:222681.649877353:1466:2::102:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:23180:0
:1013568:2024:Substructure Rehab:10:20:Lehigh_Valley:573840.70:83.535746200423:0:162461.169192732:1466:2::103:0:2:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:23513:0
:1009489:2024:Painting (Full):5:25:Lehigh_Valley:876127.20:38.722436036036:0:45590.3579269189:1473:2::104:0:1:DECK_DURATION_N	+1
SUP_SEEDED	(Ceiling([SUP_SEEDED])-0.01)+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:21593:0
:1013519:2024:Deck Replacement:10:50:Lehigh_Valley:6195886.00:212.992116402116:0:42805.9627986455:1462:2::105:0:2::42757:0
:1013531:2024:Painting (Joint/Spot/Zone):5:15:Lehigh_Valley:190770.10:21.9679358558558:0:24724.9118057657:1472:2::106:0:1:DECK_DURATION_N	+1
SUP_SEEDED	+1
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:8228:0
:1009484:2024:Deck Replacement:10:50:Lehigh_Valley:2970060.00:137.119822540792:0:22019.9626059678:1462:2::107:0:2::20496:0
:1009500:2024:Deck Replacement:10:50:Lehigh_Valley:4239176.00:109.891028078078:0:21238.2873453603:1462:2::108:0:2:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	(Ceiling([SUB_SEEDED])-0.01)+1
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:14627:0
:1013707:2024:Superstructure Rep/Rehab:10:50:Lehigh_Valley:11238480.00:201.897948378378:0:17221.8142374963:1465:2::109:0:1::58754:0
:1014654:2024:Deck Replacement:10:50:NEPA_4:4392780.00:143.457475799669:0:25523.4950303546:1462:2::110:0:2::30314:0
:1014679:2024:Deck Replacement:10:50:NEPA_4:2160597.00:137.796264016064:0:8947.55237060789:1462:2::111:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	+1.5
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	1
:7455:0
:1014680:2024:Deck Replacement:10:50:NEPA_4:2160597.00:126.77181:0:8719.314383076:1462:2::112:0:1:DECK_DURATION_N	1
WS_SEEDED	9.99
SUP_SEEDED	(Ceiling([SUP_SEEDED])-0.01)+1
SUB_SEEDED	Ceiling([SUB_SEEDED])-0.01
DECK_SEEDED	9.99
AGE	+1
SUB_DURATION_N	+1
SUP_DURATION_N	+1
:7455:0
:1012124:2024:Substructure Rehab:10:20:NEPA_5:64919.35:86.4692325098916:0:217751.477570748:1466:2::113:0:1:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	+1
AGE	+1
SUB_DURATION_N	1
SUP_DURATION_N	+1
:5124:0
:1032613:2024:Substructure Rehab:10:20:NEPA_5:877570.50:85.7638876305265:0:161522.801379979:1466:2::114:0:1:DECK_DURATION_N	+1
SUP_SEEDED	Ceiling([SUP_SEEDED])-0.01
SUB_SEEDED	+2
DECK_SEEDED	Ceiling([DECK_SEEDED])-0.01
AGE	+1
